rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Aaron Rodgers,GB,QB,15,4637,45,6,257,3,0,0,0,0,0,0,0,26.5,397.2
2,Drew Brees,NO,QB,16,5476,46,14,86,1,0,0,0,0,0,0,0,24.5,391.6
3,Cam Newton,CAR,QB,16,4051,21,17,709,14,1,27,0,0,0,0,0,23.1,370.1
4,Tom Brady,NE,QB,16,5235,39,12,109,3,0,0,0,0,0,0,0,22.9,366.3
5,Matthew Stafford,DET,QB,16,5038,41,16,78,0,0,0,0,0,0,0,0,21.5,343.3
6,Ray Rice,BAL,RB,16,1,1,0,1362,12,76,704,3,0,0,0,0,20.9,334.6
7,Calvin Johnson,DET,WR,16,0,0,0,11,0,96,1681,16,0,0,0,0,19.4,311.2
8,LeSean McCoy,PHI,RB,15,0,0,0,1309,17,48,315,3,0,0,0,0,20.3,304.4
9,Rob Gronkowski,NE,TE,16,0,0,0,2,1,90,1327,17,0,0,0,0,17.9,285.9
10,Maurice Jones-Drew,JAX,RB,16,0,0,0,1606,8,43,374,3,0,0,0,0,17.7,283.5
11,Eli Manning,NYG,QB,16,4910,29,16,15,1,0,0,0,0,0,0,0,17.5,279.9
12,Arian Foster,HOU,RB,13,0,0,0,1224,10,53,617,2,0,0,0,0,21.3,276.6
13,Tony Romo,DAL,QB,16,4184,31,10,46,1,0,0,0,0,0,0,0,17.2,276.0
14,Wes Welker,NE,WR,16,0,0,0,30,0,122,1569,9,0,0,0,0,17.2,274.9
15,Matt Ryan,ATL,QB,16,4177,29,12,84,2,0,0,0,0,0,0,0,17.1,273.5
16,Philip Rivers,LAC,QB,16,4624,27,20,36,1,0,0,0,0,0,0,0,15.9,254.6
17,Jordy Nelson,GB,WR,16,0,0,0,0,0,68,1263,15,0,0,0,0,15.6,250.3
18,Victor Cruz,NYG,WR,16,0,0,0,3,0,83,1545,9,0,0,0,0,15.5,248.3
19,Jimmy Graham,NO,TE,16,0,0,0,0,0,99,1310,11,0,0,0,0,15.3,244.5
