params/clip_range,params/stats_window_size,params/clip_range_vf,params/n_steps,params/batch_size,params/n_epochs,params/_init_setup_model,params/learning_rate,params/rollout_buffer_kwargs,time/fps,params/rollout_buffer_class,params/gae_lambda,params/sde_sample_freq,time/iterations,params/ent_coef,rollout/ep_rew_mean,time/total_timesteps,params/seed,params/normalize_advantage,params/device,params/verbose,params/max_grad_norm,params/policy,params/use_sde,params/gamma,params/vf_coef,params/target_kl,rollout/ep_len_mean,params/policy_kwargs,time/time_elapsed,train/clip_range,train/n_updates,train/entropy_loss,train/explained_variance,mean_reward,train/approx_kl,train/learning_rate,train/loss,train/clip_fraction,train/value_loss,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
0.2,100,,512,256,15,True,<function learning_rate_schedule.<locals>.<lambda> at 0x3517ac3a0>,,14,,0.95,-1,1,0.03,-0.4437422941176471,512,42,True,"auto",1,0.7,"MlpPolicy",False,0.99,0.5,0.01,15.0,{'net_arch': [{'pi': [256, 256, 128], 'vf': [256, 256, 128]}]},35,,,,,,,,,,,,,
,,,,,,,,,14,,,,2,,-0.3975153088235293,1024,,,,,,,,,,,15.0,,70,0.2,15,-1.788953697681427,0.09934401512145996,-0.0253601,0.009674886,9.99872e-05,-0.02227245271205902,0.0016927083333333334,0.16763960768779118,-0.009907407748202483,,
,,,,,,,,,14,,,,3,,-0.3605484,1536,,,,,,,,,,,15.0,,106,0.2,30,-1.762768038113912,0.025889098644256592,,0.010147151,9.997440000000002e-05,-0.006506435573101044,0.07096354166666667,0.16894529859224955,-0.01118159331381321,,
,,,,,,,,,14,,,,4,,-0.24505148,2048,,,,,,,,,,,15.0,,141,0.2,45,-1.740930143992106,0.07100462913513184,-0.016239803,0.009965058,9.99616e-05,0.01933690905570984,0.014583333333333334,0.1967397689819336,-0.006411390565335751,,
,,,,,,,,,14,,,,5,,-0.13303895,2560,,,,,,,,,,,15.0,,177,0.2,60,-1.721186606089274,-0.10115957260131836,,0.010293151,9.99488e-05,0.03129434585571289,0.039322916666666666,0.22779225756724675,-0.008619624810914198,,
,,,,,,,,,14,,,,6,,-0.19879409000000006,3072,,,,,,,,,,,15.0,,213,0.2,75,-1.7298308253288268,0.07459694147109985,-0.014543565,0.009477183,9.993600000000001e-05,0.0070588961243629456,0.06341145833333334,0.1986141711473465,-0.011181464046239853,,
,,,,,,,,,14,,,,7,,-0.26280143,3584,,,,,,,,,,,15.0,,249,0.2,90,-1.7482614874839784,-0.10004425048828125,,0.0073913205,9.992320000000001e-05,-0.010438378900289536,0.011588541666666667,0.17930799946188927,-0.006080748536624015,,
,,,,,,,,,14,,,,8,,-0.32990625000000007,4096,,,,,,,,,,,15.0,,286,0.2,105,-1.7525587280591328,0.06788063049316406,-0.017003795,0.0071015265,9.991040000000001e-05,-0.002043396234512329,0.007161458333333333,0.1558250218629837,-0.007765944364170233,,
,,,,,,,,,14,,,,9,,-0.30700463000000006,4608,,,,,,,,,,,15.0,,323,0.2,120,-1.7335283080736796,-0.07866537570953369,,0.009692124,9.989760000000001e-05,0.007471606135368347,0.05221354166666667,0.2012455200155576,-0.013874927256256341,,
,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,0.2,135,-1.742426081498464,0.0383150577545166,,0.009895182,9.988480000000001e-05,-0.0193965882062912,0.04921875,0.15608610361814498,-0.012931924515093366,15.0,-0.8453367039561271
,,,,,,,,,14,,,,10,,-0.26723428,5120,,,,,,,,,,,15.05,,364,,,,,-0.017508073,,,,,,,,
,,,,,,,,,14,,,,11,,-0.19755574999999997,5632,,,,,,,,,,,15.05,,402,0.2,144,-1.744663953781128,0.12806779146194458,,0.015380556,9.987200000000001e-05,0.01832454651594162,0.07725694444444445,0.20169923371738857,-0.013285697411952747,,
,,,,,,,,,13,,,,12,,-0.21190626,6144,,,,,,,,,,,15.05,,438,0.2,159,-1.7305187821388244,-0.020644307136535645,-0.013276009,0.010355938,9.985920000000001e-05,-0.010067306458950043,0.03828125,0.1962165708343188,-0.012381988794853289,,
,,,,,,,,,13,,,,13,,-0.18438501999999996,6656,,,,,,,,,,,15.0,,476,0.2,174,-1.7128910660743712,-0.2431473731994629,,0.0079203285,9.984640000000001e-05,-0.012080065906047821,0.038802083333333334,0.19551672289768854,-0.012227574922144413,,
,,,,,,,,,13,,,,14,,-0.23910057999999995,7168,,,,,,,,,,,15.0,,515,0.2,189,-1.703700315952301,-0.14086461067199707,-0.01588507,0.0064200666,9.98336e-05,0.011168166995048523,0.05520833333333333,0.21719421396652858,-0.014379469755416116,,
,,,,,,,,,13,,,,15,,-0.19165980000000005,7680,,,,,,,,,,,15.0,,551,0.2,204,-1.716786221663157,0.15485918521881104,,0.008478893,9.98208e-05,-0.0004677623510360718,0.0390625,0.17867258936166763,-0.012895453798895081,,
,,,,,,,,,13,,,,16,,-0.24416372999999997,8192,,,,,,,,,,,15.0,,587,0.2,219,-1.727227552731832,-0.137251615524292,-0.010837111,0.006982093,9.9808e-05,0.007890358567237854,0.04010416666666667,0.22010626196861266,-0.012611120318373045,,
,,,,,,,,,13,,,,17,,-0.17546143999999997,8704,,,,,,,,,,,15.0,,623,0.2,234,-1.7131244579950968,-0.016973376274108887,,0.005432618,9.97952e-05,-0.0011529475450515747,0.014453125,0.18334967096646626,-0.011196720720424007,,
,,,,,,,,,13,,,,18,,-0.26417449000000004,9216,,,,,,,,,,,15.0,,658,0.2,249,-1.7089424093564352,-0.026893973350524902,-0.015909804,0.010038132,9.97824e-05,-0.0027848705649375916,0.055338541666666664,0.2180752749244372,-0.01686725812808921,,
,,,,,,,,,14,,,,19,,-0.20851360999999996,9728,,,,,,,,,,,15.0,,693,0.2,264,-1.7104825218518576,-0.007982134819030762,,0.0069068926,9.97696e-05,-0.002948284149169922,0.016666666666666666,0.18151299556096395,-0.01263614691173037,,
,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,0.2,279,-1.7183334191640218,0.03282332420349121,,0.0067199776,9.97568e-05,0.010181456804275513,0.05065104166666667,0.19665157943964004,-0.016534695448353887,15.0,0.13867318965494632
,,,,,,,,,13,,,,20,,-0.23709290000000002,10240,,,,,,,,,,,15.05,,734,,,,,-0.01563414,,,,,,,,
,,,,,,,,,13,,,,21,,-0.17475361,10752,,,,,,,,,,,15.05,,769,0.2,294,-1.708508292833964,0.10937684774398804,,0.008394927,9.9744e-05,0.0059188008308410645,0.11536458333333334,0.19327363471190134,-0.023491556632022063,,
,,,,,,,,,13,,,,22,,-0.1640465,11264,,,,,,,,,,,15.05,,805,0.2,309,-1.710932465394338,0.10466820001602173,-0.010181443,0.0059126923,9.97312e-05,-0.0017542093992233276,0.024479166666666666,0.1931614433725675,-0.015508305405577023,,
,,,,,,,,,14,,,,23,,-0.19442166,11776,,,,,,,,,,,15.0,,840,0.2,324,-1.7176743030548096,0.08589440584182739,,0.007292967,9.97184e-05,0.006210684776306152,0.0453125,0.20850749413172404,-0.01847703174377481,,
,,,,,,,,,14,,,,24,,-0.036575220000000026,12288,,,,,,,,,,,15.0,,875,0.2,339,-1.6866790930430093,0.15641885995864868,-0.00720075,0.0088251075,9.97056e-05,-0.01128232479095459,0.10221354166666667,0.1786523605386416,-0.023041121382266282,,
